creator_name,userid,comment
RUS Maroder,732549,Да уж быть премьером президентом  а запомниться покупателем цветных кросовок. Полное ничтожество.
Brave Wilderness,371648,I got bitten by that and i cry
꼬부기아빠 My Pet Diary,2531029,쵸비 꼬리만 검정색인거 너무 좋아요ㅠㅜㅜㅜㅜㅜ 성격도 넘 발랄하고 카와이
MarineDepot.com,1061923,I would totally have a watchman goby and a pistol shrimp. Love that symbiotic relationship! Also tons of euphillya and maybe some acropora once the tank settles.
Alex Dauterive,484623,Falou BRAZIL ja chegamos 😂😂😂🇧🇷💕
Brian Barczyk,2007360,Name him after General Rothhar Sarris from Galaxy Quest
Top View Viral,2168510,los aretes
Taylor Nicole Dean,1164442,this was amazing. I Loved this so much
Robin Seplut,1687220,1:14 when you drunked to much and police guy say hey mister are you all right? You looks pretty strange.And you answer to him with random strange words...
Big Cat Rescue,73635,Goodbye my dude. You fought a good fight.
Talking Kitty Cat,963399,just give Sylvester wet food
ViralHog,113410,Lol who turned out the lights?
Brave Wilderness,80117,What an awesome birthday present! A species we also have here in Canada
꼬부기아빠 My Pet Diary,1861651,요즘 장갑이랑 빗이랑 합쳐진?? 장갑 한쪽면이 빗으로 되어있는 그런 장갑 있던데 그런건 어떠세요 ㅋㅋㅋㅋㅋㅋㅋㅋ 수시로 쓰다듬으면서 빗는것도 괜찮을거같은데..... 초꼬비 반응이 어떨지 모르겠군요....8ㅅ8
Brave Wilderness,2046505,Hi coyote
AcuaTV,997225,un saludo :D son las 2:41
Taylor Nicole Dean,2336068,CHEESE IS FABULOUS AND DONT LET ANYONE TELL YOUR SON OTHER WISE
MonkeyBoo,367568,Boo:HELL NO IM NOT SLEEPY IM TRYIN TO PLAY DEAD SO THOSE MERCILESS CREATURES DONT EAT ME YOURE BLOWING MY COVER
Hissy Fit Reptiles,121264,woooo! lets Go! Pick me Please. Bumblebee
Vet Ranch,2345805,Woah that heartworm video looked crazy
Brave Wilderness,1629587,I don’t want to win but I just wanted to say this; Coyote Mark and Mario I love that you guys have been featured on youtube rewind! Your channel definitely deserves this great achievement. You’ve inspired me to go out and enjoy adventuring throughout many places. I’m pretty sure almost everyone who has watched at least 1 or 2 episodes will tell you that its well edited enjoyable to watch and many many more awesome things about your episodes. You guys produce T.V. Quality content but with the edition of interacting with your audience and fans. I hope you guys keep producing these amazing and interesting videos. You guys are one of the best channels on youtube and fully deserve that. Keep it up!
Brave Wilderness,602447,Awww he/she is so cote 😍😘
Robin Seplut,1904801,She was so overwhelmed with the food😅
CLB Nuôi Sóc Cảnh,1841563,Côn đảo baby giá bao nhiu v a
Brian Barczyk,495359,wheres Helen
Hope For Paws - Official Rescue Channel,831287,so sad
wskrsnwings,1546355,Thank you for the visit. even though we didnt see H or M15 is was great to hear your voice. patiently waiting for next season. E9 if you are around the area remember I love you and miss you stay safe and enjoy your life
Snake Channel,1736097,hi I have a YouTube channel☺☺☺☺😊😉😮😣😯😀😁😐😂😃😄😅😆😡😡😢😇 lol
Gardea23,68795,When you guys are ready you should take another husky so laika will have more friends!
Brave Wilderness,1152553,*Coyote Peterson gets bit by a rattlesnake*Mark: Did it get you?!
Brian Barczyk,696478,🇺🇸
Brave Wilderness,302281,ha got em
Pickles12807,2419515,Thank you so much for this video! I’ve been trying to put this into words for a couple of months. I got my KSB a little bit after Taylor. I was asked so many times if I got him because of her. It’s like “No sorry I couldn’t reschedule the expo to before she got her snake.”
ViralHog,2481439,recorder protec but recorder also attac
Brave Wilderness,661719,And I can speech filipino listen satigen ko rambutan yan at paboriyo ko yan kapag pupunta akosa paleng ke at habang nag lalakad kumakain ako
PETA (People for the Ethical Treatment of Animals),1451164,Do u know how old u need to be apart of this group
PETA (People for the Ethical Treatment of Animals),2133791,Whoever is the guy holding the baby bear he should be Fucked and treated like shit ~~~
Brave Wilderness,2466028,Coyote statue wins
Real Shock,2126437,я ответила на все
Brave Wilderness,1157936,Earlyyyy
Brave Wilderness,2442347,he scares me a lot
Gone to the Snow Dogs,1979146,I did this with my dog and wow He surprised me! Didnt think he would pass maybe if I switch the treats he would fail.
DanRock,2440248,I love classic dream cast and mondern era fans
,2002711,yas! hahaha
Gone to the Snow Dogs,232990,Second
Amethyst Is Cutie,1667285,Give we a ahout out
Info Marvel,595484,ahora los hermanos russo podran hacer mejor su magia cinematografica 😎
wendymccolm,1257000,Feminism is hilarious.  If you need so much empowerment just to get through the day then maybe you arent as strong and independent as you think you are.
prehistoricpetstv,994694,Tbh it looked like my friends mom stroking my dick when she was stroking the turtles neck
Brave Wilderness,611556,Travel to Australia 🇦🇺 I live there and Ive seen an Echidna on my street
Brian Barczyk,285902,poor puppy...bless you and ur dog...it`s okie my cousins dog has a kind of dog cancer so she is spending as much time as she can with her dog...ur not alone it`s ok :) i will pray for ur pup so bless ur dog
The Dodo,2443198,my heart .. :(
Gohan The Husky,1807788,So a couple of years ago i was thinking of getting a husky in the future when i have my own appartment (still dont have it im underaged) and its not because of gohan ofc i just love huskies 😊😊😊😊 they are cute and really smart dogs anyways love your videos hope you could start uploading more offten and congrats on 400k subs
Brave Wilderness,2069447,Sorry but Trump would never go to Costa Rica you must be mistaken.
Brave Wilderness,1007705,Coyote just boid the lionfish 13:50 xDD
Pawfessor,694831,Ocean otters rape and drown baby seals but it’s natural so I guess it’s all good!
Taylor Nicole Dean,1881145,when finding nemo came out I got a stuffed animal clownfish I wish that most people did that......
Keedes channel LIVE,1933036,А у меня беда 😿😿😟😟😟😢😢😢 у меня умер котёнок 8 месяцев и 2 операции
Brave Wilderness,132322,we want the warrior wasp
The Dodo,45556,I feel sad for the house
Brave Wilderness,1559267,Arizona desert
Dogumentary TV,651306,My focus was just on the dogs 100%... 🤥
Happy Tails,788617,Cant you train your own service dog though cause i looked into some training programs where i live and they wont train him cause he is not a large breed dog they told me that a service dog must be over 50 pounds cause its illegal to carry a service dog even to my dog licks my face when my sugar goes to high and if he was on a leash he wouldnt be able to alert me cause he is a 10 pound  chiuahuah
Brave Wilderness,1779843,Collecting nematodes for mother mehico !!!
Brave Wilderness,672560,Can you try to find a black mamba
Thor Unleashed,1470668,NEED MORE THOR RAVE!
Jonny and Nibbles,391462,Beautiful bond
RockStar FAIL,335556,if some one subcribe to me ill subcribe you
BALLZOUTBALLPYTHONS,665938,Congrats brother!
Gnat Vova,1643118,Nice video friend :)
The Dodo,1132142,Wow if i was their i woud Have allready Made this and abuese You know what IT is an Abuse!!!!!
Brave Wilderness,1508274,I believe that Coyote had the best/thoughtful prize
Brian Barczyk,1275656,I would love to see 20 minute videos
Mạnh CFM,1795541,Tui 1:38
Shmo,953203,Hows the tolerance my dude
ViralBe,106721,I have German Shepard
Brave Wilderness,1859592,I like the raptor fossil
ÜNAL VLOG,187747,Abi 2 saatlik yola çıkacağım kuşlar bagajda dayanabilirlermi
Happy Tails,2303349,I have a question why do the lamas not spit
REALITY TALK REVIEWS,2270526,Too many echo chambers in US politics
Gardea23,536794,Ya maybe thats true 😊
DanRock,1515087,I feel like you should have mentioned uninformed opinions because while no they arent wrong watching a ten minute video about someone complaining about Sonic Lost World isnt enough to have a proper opinion on Sonic Lost World or whatever else youre talking about Im not gonna go into proper detail here because Id assume you get what I mean but I feel talking about it here would have been better.
Brave Wilderness,709234,no ads pls
Exploring Alabama,1064513,The very first thing you showed us you said maybe some type of hinge is a wedge used on concrete forms. Your grabber thing if you put Plastidip on the fingers of it then it should have better grip. Plastidip comes in a liquid or spray and very handy to have around. Good video and as always when I am on my way to do something I shouldnt check to see if you posted something.
Talking Kitty Cat,1071957,SO COOL AND SORRY FOR YOUR LOST BUT YOU FOUND SHELBY
Brave Wilderness,2149901,Cool Likud
Viktor Larkhill,1997283,I feel bad for folks who can not provide for their loved ones be it human or furry. I pray that those that left this gentle giant realize they could have found him a home or helped him to sleep with them being around. Or maybe they just felt their was not other choice and could not. Either way I am glad he found help and a home. I wish humans were so lucky.
Brave Wilderness,713706,Dude your dying hold on needa film my outro mate
Brian Barczyk,1886040,Andrea
HeyoitsBo,867570,In China they also wanted the boys to carry on the parents last name.I love your hair btw! Youre so pretty ❤️
So You Think You Can Dance,127405,I want her to win so bad!! Shes slayed every style. Honestly when has she had a bad week?
Brian Barczyk,1986181,Brian can I ask you a question hoe often do you wash your hands when handling your snakes? And is it true that some snakes have salmonella?
Robin Seplut,2380379,lol the first few seconds had me laughing. The way he was staring you down while meowing 😂😂 I mite not be early anymore like usual but good morning afternoon evening everyone! 🌙⛅☀
Brave Wilderness,1092127,anybody else laughing while he screaming in pain when he said AHHH he missed the wood. XD
Brave Wilderness,1924017,Cool
viralvids,8672,They are not fighting they are definitely just playing. Those animals are familiar with each other.
Ginger Kitties Four,1103941,Wait 2 hours for this? Alone???
Brave Wilderness,1088864,So satisfying
Taylor Nicole Dean,1134553,Love your vids been watching since 50k
Лидия Лирикум,1474524,какой красавец!!!
Brian Barczyk,1091530,why it is the last time
Keedes channel LIVE,2340894,Герда собака
tutor4u,2486100,This was a great tutorial.  Thanks
Mr. Max T.V.,978633,LOL.. He was going to continue to make noises unless you responded to him.
Cincinnati Zoo & Botanical Garden,862465,Shes  not only getting bigger but also cuter and cuter and cuter!!
Gohan The Husky,1749524,stupid... dog doesnt do anything. wasted 3 minutes of my life.... thanks
